ordinal	full_sha	subject	dashboard_scope	tags	attention	evidence_paths	migration_action	final_disposition
224	ef6b4de46e68aae6b4b6494b32ff95dea4754c83	feat: add interactive column mapping table to CSV import flow	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/utils/csv-parser.ts; apps/frontend/dashboard/src/features/contacts/create/components/csv-import-step.tsx	Keep column-mapping parser and UI logic unchanged; it is framework-neutral.	preserved by ancestry
225	3292b568efc0bc17362a64149f824ac53645f883	refactor: update group assignment label and polish styling in CSV import flow	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/csv-import-step.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/group-select.tsx	Preserve assignment copy and styling.	preserved by ancestry
226	a6a7cc4e19923db93ea1b332c8f4d16676352fb2	feat: add CSV property mapping utilities and UI components for contact imports	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR,TEST_DOCS	1	apps/frontend/dashboard/src/features/contacts/create/utils/property-mapping.ts; apps/frontend/dashboard/src/features/contacts/create/components/csv-property-mapping.tsx	Keep property mapping utilities, property-create API behavior, and both test suites; place interactive mapping components below a client boundary.	mechanical port
227	6a16a8517110339067628f20705c37d4c40d4d6d	refactor: update UI components and styling for contact creation steps and group selection	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components	Preserve contact-method and group-select UI changes.	preserved by ancestry
228	7d5e1e172f3b35d62f36ecd6ea1198c08bfe3dff	ui: update email input form styling and improve helper text visibility	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/single-contact-form.tsx	Preserve email input styling and helper copy.	preserved by ancestry
229	1cc022ef0e35d85b96897ce902c4a1c45e4a68d8	feat: update email chip UI with avatar icons and improved styling	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/single-contact-form.tsx	Preserve email-chip avatar UI.	preserved by ancestry
230	3a4ca8fc57fb682fa3c64516e5b9ca3e332bc9f7	feat: update group select pill design with avatar branding and refined styles	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/groups/group-select.tsx	Preserve group-pill avatar styling.	preserved by ancestry
231	22c765987fb058863e24ae7aa091c023d36b58ba	feat: implement animated group selection dropdown with hover effects using motion/react	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/contacts/components/groups/group-select.tsx	Keep motion hover/dropdown state in the client feature subtree.	mechanical port
232	b02185c59fd19fe22469ce6726d5ee309cde2766	feat: expand API sync step with multi-language code examples and update icons in selection cards	mixed	UNIVERSAL_REACT,ROUTER_LAYOUT,SHARED_BACKEND	1	apps/frontend/dashboard/src/features/contacts/create/components/api-sync-step.tsx; packages/ui/src/components/icons-sprite.tsx	Mechanically replace the remaining navigate hook with Next navigation; preserve all language examples and shared sprite edits.	mechanical port
233	8178953d543196365be2477c9dbb3e59e1474685	refactor: update method selection card layout with nested border styling and improved typography	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/method-selection-card.tsx	Preserve nested-border method card layout.	preserved by ancestry
234	2818057f3e7d7a73f34086215fd98e3057d262fd	feat: rebrand REST API sync to SDK sync and remove AI import option	dashboard-only	UNIVERSAL_REACT	2	apps/frontend/dashboard/src/features/contacts/create/components/method-selection-card.tsx; apps/frontend/dashboard/src/features/contacts/create/components/api-sync-step.tsx	Preserve SDK wording and, critically, the current removal of AI import from selectable methods.	semantic parity scenario
235	de10c443b398f94a575958b5eebe87eb357f89e6	feat: add integrated AI support panel to contact creation flow and update UI components	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx; apps/frontend/dashboard/src/routes/contacts.create.tsx	Keep contact creation as a dedicated full-screen surface with its own support AiPanel and organization context; do not place it inside DashboardShell.	semantic parity scenario
236	9efb2c4b1e021f3ee84aa1d05a2d7c0cf795ad83	refactor: export CreateContactPage via index file and update component layout styling	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	1	apps/frontend/dashboard/src/features/contacts/create/index.ts; apps/frontend/dashboard/src/routes/contacts.create.tsx	Point the new Next page at the feature index export; this is a mechanical route-wrapper replacement.	mechanical port
237	52e7fd5cfb6e5f76ad1158601ec48d0cbeb3c2f4	feat: add layout animations to the support section in the create contact stepper	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/create-contact-stepper.tsx	Preserve support-section layout animation.	preserved by ancestry
238	045f9d37d9ceade905a28baf1d299599cf52cc11	refactor: standardize table container styles with updated padding, borders, and rounded corners across all components	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/contacts/components/contacts/contact-table.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/group-table.tsx	During table porting preserve contact row navigation, dynamic group Link URL, modal/query controls, and action click propagation.	semantic parity scenario
239	e3dad433d8b41afa0089a340ebf2a66accf519e5	refactor: remove property mapping status badge and clean up layout components	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/csv-property-mapping.tsx	Preserve mapping layout cleanup.	preserved by ancestry
240	3627808ce9fbba292ce257cfbecf60912d596fde	refactor: replace inline property mapping with a modular component-based system using event delegation for cleaner UI interactions.	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/create/components/property-mapping; apps/frontend/dashboard/src/features/onboarding/animated-hover-background.tsx	Keep modular mapping behavior; ensure Element/HTMLElement checks, DOM measurement, focus timeout, and portal event delegation execute client-side only.	semantic parity scenario
241	11907d3e96213eb71572c59283d29840406dab30	refactor: simplify AnimatedHoverBackground positioning using CSS display:contents and relative offset calculation	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/api-keys/filters/base-ui-select.tsx; apps/frontend/dashboard/src/features/onboarding/animated-hover-background.tsx	Validate display-contents/offsetParent hover positioning after Next hydration and in portaled select lists.	semantic parity scenario
242	3b09c4e99ed0d4606f7545130e28a3d13c09151c	feat: add overflow handling and step positioning logic to create contact page containers	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx	Preserve overflow and step-position classes.	preserved by ancestry
243	8f262f932794aed5d686d2a517e65593e42aac7d	fix: update layout constraints in create contact page to enforce 100dvh and prevent overflow	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx	Preserve 100dvh full-screen constraints.	preserved by ancestry
244	01961495ad96b96e21872740ee9442593b74c719	feat: add responsive scrollable containers to contact creation flow steps	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components	Preserve responsive scroll containers.	preserved by ancestry
245	515340041f7cf504d1bfb338aef29b7dd2b9ecaf	refactor: adjust layout container width and vertical padding on create contact page	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/create-contact-page.tsx	Preserve width and padding adjustment.	preserved by ancestry
246	2240eb144d7cacf5e862c804f4a9e83f0bb626d3	feat: add smooth entry/exit animations and tactile press feedback to CSV property mapping rows	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/property-mapping	Preserve mapping-row animations.	preserved by ancestry
247	2b955ad25c8998285974683327a4eeee7f04275c	refactor: simplify mapping row animations and improve sync layout transitions for property mapping components	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/property-mapping	Preserve the simplified synchronized layout transitions.	preserved by ancestry
248	f202d78d5ebb43bdd61ae2a371a4eb942b19e9a5	style: update font size and weight for field list items and add property trigger	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/create/components/property-mapping/reloop-field-list.tsx	Preserve field-list typography.	preserved by ancestry
249	3572b9b7900612466dd368d9a73b44c879ccd0da	refactor: update table UI components with modernized rounded styling and refined layouts	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	1	apps/frontend/dashboard/src/features/contacts/components/groups/group-table.tsx	Mechanically convert the moved dynamic group Link to Next href while retaining row/action event boundaries.	mechanical port
250	575e89523461a151b4d61db0ea24c14010bda2f7	feat: synchronize search state with URL parameters, upgrade UI components to small size, and add manual refresh functionality to contact and group lists.	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/contacts/components/contacts/contact-list.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/group-list.tsx	Use Next Nuqs integration and preserve search URL ownership, null removal, refresh controls, and pagination interaction.	semantic parity scenario
251	f995f6d01187799b8b73a4ecd48296c558ae3f22	refactor: replace custom dropdown with base-ui select and implement hold-to-delete interaction for contact deletion	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/contacts/components/contacts/delete-contact-modal.tsx	Keep hold-to-delete motion/pointer behavior below a client boundary.	mechanical port
252	b96d055d9ddf839fa7c4e93d052dff041c3eb422	refactor: migrate button components to FancyButton across settings features	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings	Preserve the broad settings FancyButton migration unchanged.	preserved by ancestry
253	17d75214690a068a0dcbc80b46e00cf1fc1733f6	feat: implement animated success states for destructive and upload actions with improved UI transitions	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/settings	Keep async success-state timers and motion transitions under client settings entry points; retain auth/query mutations as written.	mechanical port
254	59b8ead2e0104e43534897d03e57847ad2922935	feat: enhance connected accounts UI with animations and add connector and plus-circle icons.	mixed	UNIVERSAL_REACT,SHARED_BACKEND,TEST_DOCS	0	apps/frontend/dashboard/src/features/settings/security/connected-accounts.tsx; packages/ui/src/components/icons-sprite.tsx; apps/frontend/docs/src/lib/reloop-icon-names.ts	Keep dashboard usage, shared sprite symbols, and docs icon registry in sync.	preserved by ancestry
255	8bf21fa4afa919440c7f8ec217ad9671f3be29ab	feat: add animated loading state and improved layout for connected account buttons	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/security/connected-accounts.tsx	Preserve connected-account loading layout.	preserved by ancestry
256	88abc219b7e4cc9d15daf14868b7d7dc350e39d7	style: add horizontal margin and prevent shrinking for connect account icon	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/security/connected-accounts.tsx	Preserve icon sizing fix.	preserved by ancestry
257	5b4837848a2b28f068e90639e42488161d6bfcbf	style: update check icon and add styling to connected account disconnect button	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings	Preserve check icons, keyboard hints, and disconnect styling.	preserved by ancestry
258	b722a1935085a1d9ae4669336837e5b2c76d6090	style: update input sizes to medium, adjust fancy button dimensions, and fix icon sizing in settings pages	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings	Preserve settings input/button sizing.	preserved by ancestry
259	84cfbc46cd0c7fbf87e5553e4422306dcd979f8e	refactor: migrate team filter to base Select component and update UI elements to small size variant	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/teams/team-filter-dropdown.tsx	Preserve base-select filter behavior and sizing.	preserved by ancestry
260	4be521a0a05f6e94e5b99970ce8bfe6d67afc307	refactor: redesign invite modal UI and update input handling for pending team members	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/teams/invite-modal.tsx	Preserve invite modal input, pending-email, validation, and submission logic unchanged.	preserved by ancestry
261	98a1b2ccdb50e4bb2f2b51c893fd84c6c865190b	feat: redesign team member role selector with animated pill UI and remove bulk role sync logic	dashboard-only	UNIVERSAL_REACT	2	apps/frontend/dashboard/src/features/settings/teams/invite-modal.tsx	Preserve per-email animated role selection and the removal of bulk role synchronization.	semantic parity scenario
262	79c276d5745af29a079d0990e6b03d62e1c617ca	style: update invite modal typography and adjust email address label to singular form	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/teams/invite-modal.tsx	Preserve typography and singular label copy.	preserved by ancestry
263	ee12e5105467ab026b5a4cdd69ca7e518971f4ea	refactor: update invite modal UI with streamlined role selector styling, smoother transition curves, and icon adjustment	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/teams/invite-modal.tsx	Preserve selector transition and icon refinements.	preserved by ancestry
264	afb42187948d81359d3486988140f765f1506ce2	feat: implement hold-to-confirm interaction for invite revocation and update modal UI	dashboard-only	UNIVERSAL_REACT,CLIENT_SSR	1	apps/frontend/dashboard/src/features/settings/teams/revoke-invite-modal.tsx; apps/frontend/dashboard/src/features/settings/teams/invite-dropdown.tsx	Keep hold-to-revoke pointer/motion/hotkey behavior and dropdown feedback under client boundaries.	mechanical port
265	e9d330e1b9d4e98f941fc07c5de60f5eded53b72	fix: optimize revoke invite modal animation timings and button state management	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/settings/teams/team-list.tsx; apps/frontend/dashboard/src/features/settings/teams/revoke-invite-modal.tsx	Preserve the current modal lifecycle: successful revoke closes through onOpenChange rather than clearing modal/invite query keys inside confirm; retain nested timer timing.	semantic parity scenario
266	52d4b9f88151f5731adcaa3de547c5da06074775	refactor: replace cancel button with standard Button component in switch plan modal	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/billing/switch-plan-modal.tsx	Preserve the neutral cancel button change.	preserved by ancestry
267	7c9eb074fec934bc94ca4c12f494df896f4c60b7	refactor: remove isUpgrade condition from billing plan selection button variant	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/settings/billing/plans-page.tsx	Preserve current plan button variant selection.	preserved by ancestry
268	57a9768128b7e7fe36fc5a4072c36961d6911225	refactor: enhance group selection component with memoization and flexible UI props and improve contact edit panel styling	dashboard-only	UNIVERSAL_REACT	2	apps/frontend/dashboard/src/features/contacts/components/contacts/edit-contact-form.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/group-select.tsx	Preserve PATCH contact plus channel-subscription and group add/remove diffs, credentialed API calls, initial membership derivation, and partial-failure handling; validate edit parity.	semantic parity scenario
269	38da61eb0061187708be17fb72a71a7250259e16	refactor: redesign contact edit UI with improved layout and consolidated card structure	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/contacts/edit-contact-form.tsx	Preserve consolidated edit-contact card layout and unchanged API behavior.	preserved by ancestry
270	495c8457a5f4fefb1292df909898bfff674ee331	feat: add labelHint support to GroupSelect and update edit contact form UI	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/contacts/edit-contact-form.tsx; apps/frontend/dashboard/src/features/contacts/components/groups/group-select.tsx	Preserve labelHint, group/channel UI, and subscription Switch behavior.	preserved by ancestry
271	65fa34796cac4bd60840b1bff380d3ea21f9e199	refactor: remove conditional rendering for email field in edit contact form	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/contacts/edit-contact-form.tsx	Preserve always-rendered email field behavior.	preserved by ancestry
272	d376ec1c58a479b92ee447f2c7aff388431454de	refactor: normalize EditContactForm layout to support distinct modal and inline styling variants	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/contacts/edit-contact-form.tsx; apps/frontend/dashboard/src/features/contacts/components/contacts/edit-contact-modal.tsx	Preserve modal versus inline layout variants.	preserved by ancestry
273	85e3d5ee5d28d5197ccc0c83d8b7ade0491f53d7	refactor: update edit forms to support conditional styling for inline table views	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/contacts/components/groups/edit-group-form.tsx; apps/frontend/dashboard/src/features/contacts/components/properties/edit-property-form.tsx	Preserve conditional inline-table styling for both edit forms.	preserved by ancestry
274	19fc660b746050384e656e08a843e9642b57eabf	feat: add animated icons for sidebar navigation and update sidebar item rendering	mixed	UNIVERSAL_REACT,ENV_BUILD_DEPLOY	1	apps/frontend/dashboard/src/features/dashboard/sidebar/sidebar-nav-icon.tsx; apps/frontend/dashboard/src/styles.css; bun.lock	Preserve the animated sidebar icon dispatch and global keyframes through the Next global CSS/PostCSS entry; retain the current lockfile normalization while regenerating only framework dependency entries.	mechanical port
275	e27011d054f121a6057af6b8d307588820721a00	feat: add new animated icons for sidebar navigation and enhance existing icon animations	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/dashboard/sidebar/sidebar-nav-icon.tsx; apps/frontend/dashboard/src/styles.css	Preserve the expanded icon-name mapping, motion-safe hover animations, SVG transform styles, and global keyframes unchanged.	preserved by ancestry
276	3c32a1dc0036969196994a8d8e79bf21022dfa50	feat: introduce new animated icons for sidebar navigation and enhance existing animations	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/dashboard/sidebar/sidebar-nav-icon.tsx; apps/frontend/dashboard/src/styles.css	Preserve the final gear, globe, integration, API-key, SMTP, and webhook icon mappings plus their CSS animations unchanged.	preserved by ancestry
277	2f02f4f7b0185c31815abf3f91ed383c5b3ff6ae	refactor: update add contact flow to navigate to the create contact route	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT	2	apps/frontend/dashboard/src/features/contacts/components/contacts/contact-list.tsx; apps/frontend/dashboard/src/features/contacts/components/contacts/contacts-empty-state.tsx; apps/frontend/dashboard/src/features/contacts/contacts-modals.tsx	Port both add-contact actions to Next navigation for /contacts/create and preserve removal of the obsolete add-contact modal; do not resurrect its superseded create API flow.	semantic parity scenario
278	4146e8d77c56b3c6bf74f695ecd44968acf707ee	feat: implement agent inbox page and update email layout with common use cases sidebar and header components	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	3	apps/frontend/dashboard/src/routes/_dashboard/agent-inbox.tsx; apps/frontend/dashboard/src/features/agent-inbox/agent-inbox-page.tsx; apps/frontend/dashboard/src/features/emails/emails-shell.tsx	Make the Next agent-inbox page retain the AgentInboxProvider and render AgentInboxPage; port email sent/received/detail pathname branching, Nuqs modal/delete/status/q/page state, redirects, hotkeys, timers, and browser-only documentation actions without changing provider or shell lifetimes.	blocking migration requirement
279	07009bbce1f009a879e60457e2443520332feabb	refactor: migrate email and template filters to standard UI components and reorganize layout for improved responsiveness	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/smtp/smtp-page.tsx; apps/frontend/dashboard/src/features/templates/templates-list-header.tsx; apps/frontend/dashboard/src/features/webhooks/components/delete-webhook-modal/index.tsx	Use the Next Nuqs adapter for the revised email/template/log/metrics filter keys and page resets; port SMTP/API-key, template-detail, and webhook navigation including encoded IDs, detail detection, and post-delete replacement while keeping clipboard, hotkey, timer, and query invalidation behavior client-side.	semantic parity scenario
280	08b297614f9513ae4192cd96dadac25ca8270ab8	refactor: clean up formatting and simplify layout structure in SmtpPage	dashboard-only	UNIVERSAL_REACT,ROUTER_LAYOUT,CLIENT_SSR	2	apps/frontend/dashboard/src/features/smtp/smtp-page.tsx	Port the added Get API key action to Next navigation for /api-keys/create and preserve non-copyable password rendering, clipboard feedback, tooltip behavior, and the simplified code-panel layout.	semantic parity scenario
281	56e5fb2bc8be2eb393138742d13fdc4d8e10810b	refactor: replace interactive SMTP port picker with a static display string and tooltip	dashboard-only	UNIVERSAL_REACT	0	apps/frontend/dashboard/src/features/smtp/smtp-page.tsx	Preserve the final static supported-port string and protocol tooltip; do not restore the superseded interactive port picker or selectedPort state.	preserved by ancestry
